id,brand,metric_name,week_start,korea_value,global_value,divergence_pct,lead_lag_weeks,updated_at
1016,adidas,sov_pct,2025-10-05,33.9604,31.6117,7.4298,,2026-04-30 02:44:20.510712+00:00
494,puma,search_index,2025-10-05,8.67,13.85,-37.4007,,2026-04-30 02:44:20.510712+00:00
1190,puma,sov_pct,2025-10-05,6.5242,9.9212,-34.2398,,2026-04-30 02:44:20.510712+00:00
1712,new_balance,product_2002r_share,2025-10-05,0.0,8.7821,-100.0,,2026-04-30 02:44:20.510712+00:00
1538,new_balance,product_574_share,2025-10-05,47.7211,13.1101,264.0026,,2026-04-30 02:44:20.510712+00:00
668,new_balance,search_index,2025-10-05,19.44,20.61,-5.6769,,2026-04-30 02:44:20.510712+00:00
1364,new_balance,sov_pct,2025-10-05,14.6286,14.7636,-0.9144,,2026-04-30 02:44:20.510712+00:00
147,nike,search_index,2025-10-12,51.8,61.95,-16.3842,,2026-04-30 02:44:20.510712+00:00
843,nike,sov_pct,2025-10-12,45.8285,44.6712,2.5907,,2026-04-30 02:44:20.510712+00:00
321,adidas,search_index,2025-10-12,36.2,44.13,-17.9696,,2026-04-30 02:44:20.510712+00:00
1017,adidas,sov_pct,2025-10-12,32.0269,31.8215,0.6455,,2026-04-30 02:44:20.510712+00:00
495,puma,search_index,2025-10-12,8.24,12.92,-36.2229,,2026-04-30 02:44:20.510712+00:00
1191,puma,sov_pct,2025-10-12,7.2901,9.3164,-21.7498,,2026-04-30 02:44:20.510712+00:00
1713,new_balance,product_2002r_share,2025-10-12,0.0,8.8595,-100.0,,2026-04-30 02:44:20.510712+00:00
1539,new_balance,product_574_share,2025-10-12,46.6265,13.2256,252.5473,,2026-04-30 02:44:20.510712+00:00
669,new_balance,search_index,2025-10-12,16.79,19.68,-14.685,,2026-04-30 02:44:20.510712+00:00
1365,new_balance,sov_pct,2025-10-12,14.8545,14.1909,4.6762,,2026-04-30 02:44:20.510712+00:00
148,nike,search_index,2025-10-19,54.41,57.26,-4.9773,,2026-04-30 02:44:20.510712+00:00
844,nike,sov_pct,2025-10-19,44.529,43.9616,1.2907,,2026-04-30 02:44:20.510712+00:00
322,adidas,search_index,2025-10-19,39.37,41.31,-4.6962,,2026-04-30 02:44:20.510712+00:00
1018,adidas,sov_pct,2025-10-19,32.2203,31.7159,1.5904,,2026-04-30 02:44:20.510712+00:00
496,puma,search_index,2025-10-19,10.59,12.0,-11.75,,2026-04-30 02:44:20.510712+00:00
1192,puma,sov_pct,2025-10-19,8.6668,9.2131,-5.9296,,2026-04-30 02:44:20.510712+00:00
1714,new_balance,product_2002r_share,2025-10-19,0.0,9.2706,-100.0,,2026-04-30 02:44:20.510712+00:00
1540,new_balance,product_574_share,2025-10-19,33.9872,12.9174,163.1118,,2026-04-30 02:44:20.510712+00:00
670,new_balance,search_index,2025-10-19,17.82,19.68,-9.4512,,2026-04-30 02:44:20.510712+00:00
1366,new_balance,sov_pct,2025-10-19,14.5838,15.1094,-3.4786,,2026-04-30 02:44:20.510712+00:00
149,nike,search_index,2025-10-26,58.14,54.44,6.7965,,2026-04-30 02:44:20.510712+00:00
845,nike,sov_pct,2025-10-26,45.4219,42.7215,6.3209,,2026-04-30 02:44:20.510712+00:00
323,adidas,search_index,2025-10-26,36.29,42.25,-14.1065,,2026-04-30 02:44:20.510712+00:00
1019,adidas,sov_pct,2025-10-26,28.3516,33.1555,-14.489,,2026-04-30 02:44:20.510712+00:00
497,puma,search_index,2025-10-26,8.8,12.0,-26.6667,,2026-04-30 02:44:20.510712+00:00
1193,puma,sov_pct,2025-10-26,6.875,9.4169,-26.993,,2026-04-30 02:44:20.510712+00:00
1715,new_balance,product_2002r_share,2025-10-26,0.0,10.0155,-100.0,,2026-04-30 02:44:20.510712+00:00
1541,new_balance,product_574_share,2025-10-26,0.0,13.9553,-100.0,,2026-04-30 02:44:20.510712+00:00
671,new_balance,search_index,2025-10-26,24.77,18.74,32.1772,,2026-04-30 02:44:20.510712+00:00
1367,new_balance,sov_pct,2025-10-26,19.3516,14.7061,31.5889,,2026-04-30 02:44:20.510712+00:00
150,nike,search_index,2025-11-02,69.87,63.63,9.8067,,2026-04-30 02:44:20.510712+00:00
846,nike,sov_pct,2025-11-02,44.8258,43.9252,2.0503,,2026-04-30 02:44:20.510712+00:00
324,adidas,search_index,2025-11-02,49.63,47.89,3.6333,,2026-04-30 02:44:20.510712+00:00
1020,adidas,sov_pct,2025-11-02,31.8406,33.0595,-3.687,,2026-04-30 02:44:20.510712+00:00
498,puma,search_index,2025-11-02,11.04,12.92,-14.5511,,2026-04-30 02:44:20.510712+00:00
1194,puma,sov_pct,2025-11-02,7.0828,8.919,-20.5875,,2026-04-30 02:44:20.510712+00:00
1716,new_balance,product_2002r_share,2025-11-02,0.0,9.3247,-100.0,,2026-04-30 02:44:20.510712+00:00
1542,new_balance,product_574_share,2025-11-02,30.5001,13.3726,128.0791,,2026-04-30 02:44:20.510712+00:00
672,new_balance,search_index,2025-11-02,25.33,20.42,24.0451,,2026-04-30 02:44:20.510712+00:00
1368,new_balance,sov_pct,2025-11-02,16.2507,14.0964,15.2826,,2026-04-30 02:44:20.510712+00:00
151,nike,search_index,2025-11-09,90.82,68.3,32.9722,,2026-04-30 02:44:20.510712+00:00
847,nike,sov_pct,2025-11-09,52.5062,45.6795,14.9448,,2026-04-30 02:44:20.510712+00:00
325,adidas,search_index,2025-11-09,48.28,46.95,2.8328,,2026-04-30 02:44:20.510712+00:00
1021,adidas,sov_pct,2025-11-09,27.9124,31.4005,-11.1084,,2026-04-30 02:44:20.510712+00:00
499,puma,search_index,2025-11-09,9.15,13.85,-33.935,,2026-04-30 02:44:20.510712+00:00
1195,puma,sov_pct,2025-11-09,5.2899,9.263,-42.8922,,2026-04-30 02:44:20.510712+00:00
1717,new_balance,product_2002r_share,2025-11-09,53.9036,9.3914,473.9677,,2026-04-30 02:44:20.510712+00:00
1543,new_balance,product_574_share,2025-11-09,0.0,12.1255,-100.0,,2026-04-30 02:44:20.510712+00:00
673,new_balance,search_index,2025-11-09,24.72,20.42,21.0578,,2026-04-30 02:44:20.510712+00:00
1369,new_balance,sov_pct,2025-11-09,14.2915,13.657,4.646,,2026-04-30 02:44:20.510712+00:00
152,nike,search_index,2025-11-16,77.39,78.6,-1.5394,,2026-04-30 02:44:20.510712+00:00
848,nike,sov_pct,2025-11-16,46.203,47.2441,-2.2037,,2026-04-30 02:44:20.510712+00:00
326,adidas,search_index,2025-11-16,48.31,51.64,-6.4485,,2026-04-30 02:44:20.510712+00:00
1022,adidas,sov_pct,2025-11-16,28.8418,31.0392,-7.0794,,2026-04-30 02:44:20.510712+00:00
500,puma,search_index,2025-11-16,11.73,13.85,-15.3069,,2026-04-30 02:44:20.510712+00:00
1196,puma,sov_pct,2025-11-16,7.003,8.3248,-15.8779,,2026-04-30 02:44:20.510712+00:00
1718,new_balance,product_2002r_share,2025-11-16,0.0,9.7004,-100.0,,2026-04-30 02:44:20.510712+00:00
1544,new_balance,product_574_share,2025-11-16,0.0,12.2573,-100.0,,2026-04-30 02:44:20.510712+00:00
674,new_balance,search_index,2025-11-16,30.07,22.28,34.9641,,2026-04-30 02:44:20.510712+00:00
1370,new_balance,sov_pct,2025-11-16,17.9522,13.3918,34.0537,,2026-04-30 02:44:20.510712+00:00
153,nike,search_index,2025-11-23,76.1,93.57,-18.6705,,2026-04-30 02:44:20.510712+00:00
849,nike,sov_pct,2025-11-23,47.1499,47.6741,-1.0995,,2026-04-30 02:44:20.510712+00:00
327,adidas,search_index,2025-11-23,44.26,60.09,-26.3438,,2026-04-30 02:44:20.510712+00:00
1023,adidas,sov_pct,2025-11-23,27.4226,30.616,-10.4305,,2026-04-30 02:44:20.510712+00:00
501,puma,search_index,2025-11-23,11.83,15.69,-24.6017,,2026-04-30 02:44:20.510712+00:00
1197,puma,sov_pct,2025-11-23,7.3296,7.9941,-8.3124,,2026-04-30 02:44:20.510712+00:00
1719,new_balance,product_2002r_share,2025-11-23,,11.313,,,2026-04-30 02:44:20.510712+00:00
1545,new_balance,product_574_share,2025-11-23,,11.2334,,,2026-04-30 02:44:20.510712+00:00
675,new_balance,search_index,2025-11-23,29.21,26.92,8.5067,,2026-04-30 02:44:20.510712+00:00
1371,new_balance,sov_pct,2025-11-23,18.0979,13.7158,31.9493,,2026-04-30 02:44:20.510712+00:00
154,nike,search_index,2025-11-30,67.91,77.66,-12.5547,,2026-04-30 02:44:20.510712+00:00
850,nike,sov_pct,2025-11-30,45.5436,46.9557,-3.0073,,2026-04-30 02:44:20.510712+00:00
328,adidas,search_index,2025-11-30,42.2,49.76,-15.1929,,2026-04-30 02:44:20.510712+00:00
1024,adidas,sov_pct,2025-11-30,28.3013,30.0865,-5.9336,,2026-04-30 02:44:20.510712+00:00
502,puma,search_index,2025-11-30,12.52,14.77,-15.2336,,2026-04-30 02:44:20.510712+00:00
1198,puma,sov_pct,2025-11-30,8.3965,8.9304,-5.9785,,2026-04-30 02:44:20.510712+00:00
1720,new_balance,product_2002r_share,2025-11-30,0.0,9.1357,-100.0,,2026-04-30 02:44:20.510712+00:00
1546,new_balance,product_574_share,2025-11-30,100.0,11.3362,782.1298,,2026-04-30 02:44:20.510712+00:00
676,new_balance,search_index,2025-11-30,26.48,23.2,14.1379,,2026-04-30 02:44:20.510712+00:00
1372,new_balance,sov_pct,2025-11-30,17.7587,14.0275,26.5992,,2026-04-30 02:44:20.510712+00:00
155,nike,search_index,2025-12-07,64.51,72.05,-10.465,,2026-04-30 02:44:20.510712+00:00
851,nike,sov_pct,2025-12-07,46.8618,48.1843,-2.7447,,2026-04-30 02:44:20.510712+00:00
329,adidas,search_index,2025-12-07,39.46,45.07,-12.4473,,2026-04-30 02:44:20.510712+00:00
1025,adidas,sov_pct,2025-12-07,28.6648,30.1411,-4.898,,2026-04-30 02:44:20.510712+00:00
503,puma,search_index,2025-12-07,10.53,12.92,-18.4985,,2026-04-30 02:44:20.510712+00:00
1199,puma,sov_pct,2025-12-07,7.6493,8.6404,-11.4705,,2026-04-30 02:44:20.510712+00:00
1721,new_balance,product_2002r_share,2025-12-07,0.0,9.6134,-100.0,,2026-04-30 02:44:20.510712+00:00
1547,new_balance,product_574_share,2025-12-07,0.0,11.2766,-100.0,,2026-04-30 02:44:20.510712+00:00
677,new_balance,search_index,2025-12-07,23.16,19.49,18.8302,,2026-04-30 02:44:20.510712+00:00
1373,new_balance,sov_pct,2025-12-07,16.8241,13.0342,29.0766,,2026-04-30 02:44:20.510712+00:00
156,nike,search_index,2025-12-14,63.14,72.05,-12.3664,,2026-04-30 02:44:20.510712+00:00
852,nike,sov_pct,2025-12-14,47.5166,47.0116,1.0742,,2026-04-30 02:44:20.510712+00:00
330,adidas,search_index,2025-12-14,34.7,46.01,-24.5816,,2026-04-30 02:44:20.510712+00:00
1026,adidas,sov_pct,2025-12-14,26.1138,30.0209,-13.0146,,2026-04-30 02:44:20.510712+00:00
504,puma,search_index,2025-12-14,10.53,13.85,-23.9711,,2026-04-30 02:44:20.510712+00:00
1200,puma,sov_pct,2025-12-14,7.9244,9.0369,-12.3106,,2026-04-30 02:44:20.510712+00:00
1722,new_balance,product_2002r_share,2025-12-14,0.0,10.1338,-100.0,,2026-04-30 02:44:20.510712+00:00
1548,new_balance,product_574_share,2025-12-14,0.0,11.7414,-100.0,,2026-04-30 02:44:20.510712+00:00
678,new_balance,search_index,2025-12-14,24.51,21.35,14.8009,,2026-04-30 02:44:20.510712+00:00
1374,new_balance,sov_pct,2025-12-14,18.4452,13.9306,32.4078,,2026-04-30 02:44:20.510712+00:00
157,nike,search_index,2025-12-21,59.04,72.05,-18.0569,,2026-04-30 02:44:20.510712+00:00
853,nike,sov_pct,2025-12-21,46.3313,47.0116,-1.4471,,2026-04-30 02:44:20.510712+00:00
331,adidas,search_index,2025-12-21,37.39,46.01,-18.7351,,2026-04-30 02:44:20.510712+00:00
1027,adidas,sov_pct,2025-12-21,29.3416,30.0209,-2.2628,,2026-04-30 02:44:20.510712+00:00
505,puma,search_index,2025-12-21,9.15,13.85,-33.935,,2026-04-30 02:44:20.510712+00:00
1201,puma,sov_pct,2025-12-21,7.1804,9.0369,-20.5435,,2026-04-30 02:44:20.510712+00:00
1723,new_balance,product_2002r_share,2025-12-21,0.0,8.7059,-100.0,,2026-04-30 02:44:20.510712+00:00
1549,new_balance,product_574_share,2025-12-21,49.8659,10.2121,388.3021,,2026-04-30 02:44:20.510712+00:00
679,new_balance,search_index,2025-12-21,21.85,21.35,2.3419,,2026-04-30 02:44:20.510712+00:00
1375,new_balance,sov_pct,2025-12-21,17.1467,13.9306,23.0866,,2026-04-30 02:44:20.510712+00:00
158,nike,search_index,2025-12-28,58.32,60.82,-4.1105,,2026-04-30 02:44:20.510712+00:00
854,nike,sov_pct,2025-12-28,49.1654,45.5171,8.0152,,2026-04-30 02:44:20.510712+00:00
332,adidas,search_index,2025-12-28,31.96,41.31,-22.6337,,2026-04-30 02:44:20.510712+00:00
1028,adidas,sov_pct,2025-12-28,26.9432,30.916,-12.8503,,2026-04-30 02:44:20.510712+00:00
506,puma,search_index,2025-12-28,7.15,12.0,-40.4167,,2026-04-30 02:44:20.510712+00:00
1202,puma,sov_pct,2025-12-28,6.0277,8.9807,-32.8816,,2026-04-30 02:44:20.510712+00:00
1724,new_balance,product_2002r_share,2025-12-28,,9.3043,,,2026-04-30 02:44:20.510712+00:00
1550,new_balance,product_574_share,2025-12-28,,11.0853,,,2026-04-30 02:44:20.510712+00:00
680,new_balance,search_index,2025-12-28,21.19,19.49,8.7224,,2026-04-30 02:44:20.510712+00:00
1376,new_balance,sov_pct,2025-12-28,17.8638,14.5861,22.4714,,2026-04-30 02:44:20.510712+00:00
159,nike,search_index,2026-01-04,61.72,63.63,-3.0017,,2026-04-30 02:44:20.510712+00:00
855,nike,sov_pct,2026-01-04,51.152,46.3168,10.4394,,2026-04-30 02:44:20.510712+00:00
333,adidas,search_index,2026-01-04,31.96,43.19,-26.0014,,2026-04-30 02:44:20.510712+00:00
1029,adidas,sov_pct,2026-01-04,26.4877,31.4383,-15.747,,2026-04-30 02:44:20.510712+00:00
507,puma,search_index,2026-01-04,7.15,12.0,-40.4167,,2026-04-30 02:44:20.510712+00:00
1203,puma,sov_pct,2026-01-04,5.9257,8.7349,-32.1606,,2026-04-30 02:44:20.510712+00:00
1725,new_balance,product_2002r_share,2026-01-04,0.0,10.2504,-100.0,,2026-04-30 02:44:20.510712+00:00
1551,new_balance,product_574_share,2026-01-04,0.0,11.2008,-100.0,,2026-04-30 02:44:20.510712+00:00
681,new_balance,search_index,2026-01-04,19.83,18.56,6.8427,,2026-04-30 02:44:20.510712+00:00
1377,new_balance,sov_pct,2026-01-04,16.4346,13.51,21.6477,,2026-04-30 02:44:20.510712+00:00
160,nike,search_index,2026-01-11,59.04,64.56,-8.5502,,2026-04-30 02:44:20.510712+00:00
856,nike,sov_pct,2026-01-11,48.8863,47.975,1.8995,,2026-04-30 02:44:20.510712+00:00
334,adidas,search_index,2026-01-11,32.65,40.37,-19.1231,,2026-04-30 02:44:20.510712+00:00
1030,adidas,sov_pct,2026-01-11,27.0349,29.9993,-9.8816,,2026-04-30 02:44:20.510712+00:00
508,puma,search_index,2026-01-11,8.54,12.0,-28.8333,,2026-04-30 02:44:20.510712+00:00
1204,puma,sov_pct,2026-01-11,7.0713,8.9173,-20.7013,,2026-04-30 02:44:20.510712+00:00
1726,new_balance,product_2002r_share,2026-01-11,,8.9371,,,2026-04-30 02:44:20.510712+00:00
1552,new_balance,product_574_share,2026-01-11,,12.1981,,,2026-04-30 02:44:20.510712+00:00
682,new_balance,search_index,2026-01-11,20.54,17.64,16.4399,,2026-04-30 02:44:20.510712+00:00
1378,new_balance,sov_pct,2026-01-11,17.0075,13.1084,29.745,,2026-04-30 02:44:20.510712+00:00
161,nike,search_index,2026-01-18,63.75,57.08,11.6854,,2026-04-30 02:44:20.510712+00:00
857,nike,sov_pct,2026-01-18,47.9828,45.5765,5.2797,,2026-04-30 02:44:20.510712+00:00
335,adidas,search_index,2026-01-18,38.09,39.44,-3.4229,,2026-04-30 02:44:20.510712+00:00
1031,adidas,sov_pct,2026-01-18,28.6693,31.4915,-8.9618,,2026-04-30 02:44:20.510712+00:00
509,puma,search_index,2026-01-18,9.23,11.08,-16.6968,,2026-04-30 02:44:20.510712+00:00
1205,puma,sov_pct,2026-01-18,6.9472,8.847,-21.4739,,2026-04-30 02:44:20.510712+00:00
1727,new_balance,product_2002r_share,2026-01-18,37.5115,9.0357,315.1477,,2026-04-30 02:44:20.510712+00:00
1553,new_balance,product_574_share,2026-01-18,30.6242,11.2074,173.2498,,2026-04-30 02:44:20.510712+00:00
683,new_balance,search_index,2026-01-18,21.79,17.64,23.5261,,2026-04-30 02:44:20.510712+00:00
1379,new_balance,sov_pct,2026-01-18,16.4007,14.085,16.4409,,2026-04-30 02:44:20.510712+00:00
162,nike,search_index,2026-01-25,65.82,57.08,15.3118,,2026-04-30 02:44:20.510712+00:00
858,nike,sov_pct,2026-01-25,47.1186,44.5833,5.6867,,2026-04-30 02:44:20.510712+00:00
336,adidas,search_index,2026-01-25,40.8,41.31,-1.2346,,2026-04-30 02:44:20.510712+00:00
1032,adidas,sov_pct,2026-01-25,29.2075,32.2659,-9.4787,,2026-04-30 02:44:20.510712+00:00
510,puma,search_index,2026-01-25,10.62,12.0,-11.5,,2026-04-30 02:44:20.510712+00:00
1206,puma,sov_pct,2026-01-25,7.6025,9.3728,-18.8876,,2026-04-30 02:44:20.510712+00:00
1728,new_balance,product_2002r_share,2026-01-25,0.0,7.9001,-100.0,,2026-04-30 02:44:20.510712+00:00
1554,new_balance,product_574_share,2026-01-25,0.0,11.2086,-100.0,,2026-04-30 02:44:20.510712+00:00
684,new_balance,search_index,2026-01-25,22.45,17.64,27.2676,,2026-04-30 02:44:20.510712+00:00
1380,new_balance,sov_pct,2026-01-25,16.0713,13.778,16.6447,,2026-04-30 02:44:20.510712+00:00
163,nike,search_index,2026-02-01,61.77,56.14,10.0285,,2026-04-30 02:44:20.510712+00:00
859,nike,sov_pct,2026-02-01,46.489,44.5026,4.4636,,2026-04-30 02:44:20.510712+00:00
337,adidas,search_index,2026-02-01,41.49,40.37,2.7743,,2026-04-30 02:44:20.510712+00:00
1033,adidas,sov_pct,2026-02-01,31.226,32.0016,-2.4236,,2026-04-30 02:44:20.510712+00:00
511,puma,search_index,2026-02-01,9.84,12.0,-18.0,,2026-04-30 02:44:20.510712+00:00
1207,puma,sov_pct,2026-02-01,7.4057,9.5125,-22.1477,,2026-04-30 02:44:20.510712+00:00
1729,new_balance,product_2002r_share,2026-02-01,0.0,7.9001,-100.0,,2026-04-30 02:44:20.510712+00:00
1555,new_balance,product_574_share,2026-02-01,0.0,12.334,-100.0,,2026-04-30 02:44:20.510712+00:00
685,new_balance,search_index,2026-02-01,19.77,17.64,12.0748,,2026-04-30 02:44:20.510712+00:00
1381,new_balance,sov_pct,2026-02-01,14.8792,13.9834,6.4062,,2026-04-30 02:44:20.510712+00:00
164,nike,search_index,2026-02-08,90.5,61.75,46.5587,,2026-04-30 02:44:20.510712+00:00
860,nike,sov_pct,2026-02-08,50.4684,46.2062,9.2243,,2026-04-30 02:44:20.510712+00:00
338,adidas,search_index,2026-02-08,53.15,42.25,25.7988,,2026-04-30 02:44:20.510712+00:00
1034,adidas,sov_pct,2026-02-08,29.6398,31.6148,-6.2471,,2026-04-30 02:44:20.510712+00:00
512,puma,search_index,2026-02-08,11.31,12.0,-5.75,,2026-04-30 02:44:20.510712+00:00
1208,puma,sov_pct,2026-02-08,6.3072,8.9793,-29.7584,,2026-04-30 02:44:20.510712+00:00
1730,new_balance,product_2002r_share,2026-02-08,0.0,9.0387,-100.0,,2026-04-30 02:44:20.510712+00:00
1556,new_balance,product_574_share,2026-02-08,22.764,13.4511,69.2352,,2026-04-30 02:44:20.510712+00:00
686,new_balance,search_index,2026-02-08,24.36,17.64,38.0952,,2026-04-30 02:44:20.510712+00:00
1382,new_balance,sov_pct,2026-02-08,13.5847,13.1996,2.9175,,2026-04-30 02:44:20.510712+00:00
165,nike,search_index,2026-02-15,101.42,61.75,64.2429,,2026-04-30 02:44:20.510712+00:00
861,nike,sov_pct,2026-02-15,48.1576,44.6525,7.8497,,2026-04-30 02:44:20.510712+00:00
339,adidas,search_index,2026-02-15,65.41,44.13,48.2212,,2026-04-30 02:44:20.510712+00:00
1035,adidas,sov_pct,2026-02-15,31.0589,31.9112,-2.6708,,2026-04-30 02:44:20.510712+00:00
513,puma,search_index,2026-02-15,12.0,12.92,-7.1207,,2026-04-30 02:44:20.510712+00:00
1209,puma,sov_pct,2026-02-15,5.698,9.3427,-39.0112,,2026-04-30 02:44:20.510712+00:00
1731,new_balance,product_2002r_share,2026-02-15,0.0,8.2098,-100.0,,2026-04-30 02:44:20.510712+00:00
1557,new_balance,product_574_share,2026-02-15,0.0,14.2623,-100.0,,2026-04-30 02:44:20.510712+00:00
687,new_balance,search_index,2026-02-15,31.77,19.49,63.0067,,2026-04-30 02:44:20.510712+00:00
1383,new_balance,sov_pct,2026-02-15,15.0855,14.0936,7.0379,,2026-04-30 02:44:20.510712+00:00
166,nike,search_index,2026-02-22,73.34,61.75,18.7692,,2026-04-30 02:44:20.510712+00:00
862,nike,sov_pct,2026-02-22,46.7879,42.9088,9.0403,,2026-04-30 02:44:20.510712+00:00
340,adidas,search_index,2026-02-22,46.96,47.89,-1.942,,2026-04-30 02:44:20.510712+00:00
1036,adidas,sov_pct,2026-02-22,29.9585,33.2777,-9.9742,,2026-04-30 02:44:20.510712+00:00
514,puma,search_index,2026-02-22,9.92,12.92,-23.2198,,2026-04-30 02:44:20.510712+00:00
1210,puma,sov_pct,2026-02-22,6.3285,8.9778,-29.5095,,2026-04-30 02:44:20.510712+00:00
1732,new_balance,product_2002r_share,2026-02-22,0.0,9.1356,-100.0,,2026-04-30 02:44:20.510712+00:00
1558,new_balance,product_574_share,2026-02-22,43.1636,14.5186,197.2986,,2026-04-30 02:44:20.510712+00:00
688,new_balance,search_index,2026-02-22,26.53,21.35,24.2623,,2026-04-30 02:44:20.510712+00:00
1384,new_balance,sov_pct,2026-02-22,16.925,14.8357,14.0829,,2026-04-30 02:44:20.510712+00:00
167,nike,search_index,2026-03-01,67.17,59.88,12.1743,,2026-04-30 02:44:20.510712+00:00
863,nike,sov_pct,2026-03-01,44.2082,40.5609,8.9922,,2026-04-30 02:44:20.510712+00:00
341,adidas,search_index,2026-03-01,46.94,50.7,-7.4162,,2026-04-30 02:44:20.510712+00:00
1037,adidas,sov_pct,2026-03-01,30.8938,34.3426,-10.0423,,2026-04-30 02:44:20.510712+00:00
515,puma,search_index,2026-03-01,10.53,13.85,-23.9711,,2026-04-30 02:44:20.510712+00:00
1211,puma,sov_pct,2026-03-01,6.9304,9.3816,-26.1277,,2026-04-30 02:44:20.510712+00:00
1733,new_balance,product_2002r_share,2026-03-01,39.1273,9.2196,324.3926,,2026-04-30 02:44:20.510712+00:00
1559,new_balance,product_574_share,2026-03-01,22.0273,13.7329,60.398,,2026-04-30 02:44:20.510712+00:00
689,new_balance,search_index,2026-03-01,27.3,23.2,17.6724,,2026-04-30 02:44:20.510712+00:00
1385,new_balance,sov_pct,2026-03-01,17.9676,15.715,14.3341,,2026-04-30 02:44:20.510712+00:00
168,nike,search_index,2026-03-08,74.02,66.43,11.4256,,2026-04-30 02:44:20.510712+00:00
864,nike,sov_pct,2026-03-08,47.0267,42.3175,11.1283,,2026-04-30 02:44:20.510712+00:00
342,adidas,search_index,2026-03-08,47.64,52.58,-9.3952,,2026-04-30 02:44:20.510712+00:00
1038,adidas,sov_pct,2026-03-08,30.2668,33.4947,-9.637,,2026-04-30 02:44:20.510712+00:00
516,puma,search_index,2026-03-08,10.62,14.77,-28.0975,,2026-04-30 02:44:20.510712+00:00
1212,puma,sov_pct,2026-03-08,6.7471,9.4088,-28.2895,,2026-04-30 02:44:20.510712+00:00
1734,new_balance,product_2002r_share,2026-03-08,0.0,8.7377,-100.0,,2026-04-30 02:44:20.510712+00:00
1560,new_balance,product_574_share,2026-03-08,38.6063,13.0151,196.627,,2026-04-30 02:44:20.510712+00:00
690,new_balance,search_index,2026-03-08,25.12,23.2,8.2759,,2026-04-30 02:44:20.510712+00:00
1386,new_balance,sov_pct,2026-03-08,15.9593,14.779,7.9863,,2026-04-30 02:44:20.510712+00:00
169,nike,search_index,2026-03-15,78.74,61.75,27.5142,,2026-04-30 02:44:20.510712+00:00
865,nike,sov_pct,2026-03-15,46.4461,40.7887,13.87,,2026-04-30 02:44:20.510712+00:00
343,adidas,search_index,2026-03-15,53.09,53.52,-0.8034,,2026-04-30 02:44:20.510712+00:00
1039,adidas,sov_pct,2026-03-15,31.316,35.3524,-11.4176,,2026-04-30 02:44:20.510712+00:00
517,puma,search_index,2026-03-15,11.92,12.92,-7.7399,,2026-04-30 02:44:20.510712+00:00
1213,puma,sov_pct,2026-03-15,7.0312,8.5342,-17.6115,,2026-04-30 02:44:20.510712+00:00
1735,new_balance,product_2002r_share,2026-03-15,0.0,8.8145,-100.0,,2026-04-30 02:44:20.510712+00:00
1561,new_balance,product_574_share,2026-03-15,0.0,13.1294,-100.0,,2026-04-30 02:44:20.510712+00:00
691,new_balance,search_index,2026-03-15,25.78,23.2,11.1207,,2026-04-30 02:44:20.510712+00:00
1387,new_balance,sov_pct,2026-03-15,15.2067,15.3247,-0.77,,2026-04-30 02:44:20.510712+00:00
170,nike,search_index,2026-03-22,87.57,64.56,35.6413,,2026-04-30 02:44:20.510712+00:00
866,nike,sov_pct,2026-03-22,46.1307,41.6167,10.8466,,2026-04-30 02:44:20.510712+00:00
344,adidas,search_index,2026-03-22,61.26,53.52,14.4619,,2026-04-30 02:44:20.510712+00:00
1040,adidas,sov_pct,2026-03-22,32.271,34.5001,-6.4611,,2026-04-30 02:44:20.510712+00:00
518,puma,search_index,2026-03-22,13.21,13.85,-4.6209,,2026-04-30 02:44:20.510712+00:00
1214,puma,sov_pct,2026-03-22,6.9589,8.928,-22.0553,,2026-04-30 02:44:20.510712+00:00
1736,new_balance,product_2002r_share,2026-03-22,0.0,9.1385,-100.0,,2026-04-30 02:44:20.510712+00:00
1562,new_balance,product_574_share,2026-03-22,52.2536,19.6584,165.808,,2026-04-30 02:44:20.510712+00:00
692,new_balance,search_index,2026-03-22,27.79,23.2,19.7845,,2026-04-30 02:44:20.510712+00:00
1388,new_balance,sov_pct,2026-03-22,14.6394,14.9552,-2.1116,,2026-04-30 02:44:20.510712+00:00
171,nike,search_index,2026-03-29,89.61,70.17,27.7041,,2026-04-30 02:44:20.510712+00:00
867,nike,sov_pct,2026-03-29,47.6877,43.155,10.5033,,2026-04-30 02:44:20.510712+00:00
345,adidas,search_index,2026-03-29,59.22,54.46,8.7404,,2026-04-30 02:44:20.510712+00:00
1041,adidas,sov_pct,2026-03-29,31.5151,33.4932,-5.906,,2026-04-30 02:44:20.510712+00:00
519,puma,search_index,2026-03-29,13.3,14.77,-9.9526,,2026-04-30 02:44:20.510712+00:00
1215,puma,sov_pct,2026-03-29,7.0779,9.0836,-22.0805,,2026-04-30 02:44:20.510712+00:00
1737,new_balance,product_2002r_share,2026-03-29,0.0,9.9861,-100.0,,2026-04-30 02:44:20.510712+00:00
1563,new_balance,product_574_share,2026-03-29,0.0,22.4736,-100.0,,2026-04-30 02:44:20.510712+00:00
693,new_balance,search_index,2026-03-29,25.78,23.2,11.1207,,2026-04-30 02:44:20.510712+00:00
1389,new_balance,sov_pct,2026-03-29,13.7193,14.2681,-3.8463,,2026-04-30 02:44:20.510712+00:00
172,nike,search_index,2026-04-05,101.95,67.37,51.3285,,2026-04-30 02:44:20.510712+00:00
