label,rmse,mae,mape_pct
korea_anomaly,3.608820453555527,3.608820453555527,15.925950810042044
korea_normal,6.5382284444739796,5.9780520569628015,23.110415574977715
korea_all,6.450206809055447,5.88692776452406,22.834090007095575
global_anomaly,4.694144336380155,4.694144336380155,22.987974223213296
global_normal,3.158404190239171,2.5673357263218795,11.798823041497467
global_all,3.230997207185058,2.649136057477967,12.229175010025
